"Entrez.Gene.IDA"	"Symbol.A"	"Entrez.Gene.IDB"	"Symbol.B"
"655"	"BMP7"	"23281"	"MTUS2"
"655"	"BMP7"	"386675"	"KRTAP10-7"
"655"	"BMP7"	"386680"	"KRTAP10-5"
"655"	"BMP7"	"386681"	"KRTAP10-8"
"655"	"BMP7"	"386682"	"KRTAP10-3"
"655"	"BMP7"	"388677"	"NOTCH2NL"
"660"	"BMX"	"6774"	"STAT3"
"663"	"BNIP2"	"2444"	"FRK"
"663"	"BNIP2"	"3831"	"KLC1"
"663"	"BNIP2"	"4645"	"MYO5B"
"663"	"BNIP2"	"7348"	"UPK1B"
"663"	"BNIP2"	"89885"	"FATE1"
"664"	"BNIP3"	"664"	"BNIP3"
"664"	"BNIP3"	"665"	"BNIP3L"
"664"	"BNIP3"	"3895"	"KTN1"
"664"	"BNIP3"	"8834"	"TMEM11"
"664"	"BNIP3"	"64581"	"CLEC7A"
"664"	"BNIP3"	"89885"	"FATE1"
"664"	"BNIP3"	"388633"	"LDLRAD1"
"665"	"BNIP3L"	"665"	"BNIP3L"
"665"	"BNIP3L"	"8834"	"TMEM11"
"665"	"BNIP3L"	"56935"	"SMCO4"
"665"	"BNIP3L"	"64581"	"CLEC7A"
"665"	"BNIP3L"	"89885"	"FATE1"
"665"	"BNIP3L"	"388633"	"LDLRAD1"
"685"	"BTC"	"3881"	"KRT31"
"685"	"BTC"	"29926"	"GMPPA"
"689"	"BTF3"	"167838"	"TXLNB"
"689"	"BTF3"	"200081"	"TXLNA"
"694"	"BTG1"	"9337"	"CNOT8"
"699"	"BUB1"	"9184"	"BUB3"
"705"	"BYSL"	"1912"	"PHC2"
"705"	"BYSL"	"2010"	"EMD"
"705"	"BYSL"	"2059"	"EPS8"
"705"	"BYSL"	"2801"	"GOLGA2"
"705"	"BYSL"	"3881"	"KRT31"
"705"	"BYSL"	"4281"	"MID1"
"705"	"BYSL"	"4591"	"TRIM37"
"705"	"BYSL"	"5987"	"TRIM27"
"705"	"BYSL"	"6607"	"SMN2"
"705"	"BYSL"	"7205"	"TRIP6"
"705"	"BYSL"	"7328"	"UBE2H"
"705"	"BYSL"	"7541"	"ZBTB14"
"705"	"BYSL"	"7965"	"AIMP2"
"705"	"BYSL"	"8161"	"COIL"
"705"	"BYSL"	"8676"	"STX11"
"705"	"BYSL"	"8697"	"CDC23"
"705"	"BYSL"	"9240"	"PNMA1"
"705"	"BYSL"	"9513"	"FXR2"
"705"	"BYSL"	"9618"	"TRAF4"
"705"	"BYSL"	"9659"	"PDE4DIP"
"705"	"BYSL"	"10318"	"TNIP1"
"705"	"BYSL"	"10320"	"IKZF1"
"705"	"BYSL"	"10521"	"DDX17"
"705"	"BYSL"	"10687"	"PNMA2"
"705"	"BYSL"	"11043"	"MID2"
"705"	"BYSL"	"23281"	"MTUS2"
"705"	"BYSL"	"54550"	"NECAB2"
"705"	"BYSL"	"55145"	"THAP1"
"705"	"BYSL"	"55536"	"CDCA7L"
"705"	"BYSL"	"55734"	"ZFP64"
"705"	"BYSL"	"57159"	"TRIM54"
"705"	"BYSL"	"64395"	"GMCL1"
"705"	"BYSL"	"64753"	"CCDC136"
"705"	"BYSL"	"79618"	"HMBOX1"
"705"	"BYSL"	"79720"	"VPS37B"
"705"	"BYSL"	"79839"	"CCDC102B"
"705"	"BYSL"	"80125"	"CCDC33"
"705"	"BYSL"	"80321"	"CEP70"
"705"	"BYSL"	"80817"	"CEP44"
"705"	"BYSL"	"81704"	"DOCK8"
"705"	"BYSL"	"83659"	"TEKT1"
"705"	"BYSL"	"84445"	"LZTS2"
"705"	"BYSL"	"84456"	"L3MBTL3"
"705"	"BYSL"	"84946"	"LTV1"
"705"	"BYSL"	"84970"	"C1orf94"
"705"	"BYSL"	"85291"	"KRTAP4-2"
"705"	"BYSL"	"91694"	"LONRF1"
"705"	"BYSL"	"114932"	"MRFAP1L1"
"705"	"BYSL"	"117178"	"SSX2IP"
"705"	"BYSL"	"125115"	"KRT40"
"705"	"BYSL"	"138046"	"RALYL"
"705"	"BYSL"	"145282"	"MIPOL1"
"705"	"BYSL"	"167826"	"OLIG3"
"705"	"BYSL"	"171483"	"FAM9B"
"705"	"BYSL"	"222389"	"BEND7"
"705"	"BYSL"	"285753"	"CEP57L1"
"705"	"BYSL"	"386675"	"KRTAP10-7"
"705"	"BYSL"	"386680"	"KRTAP10-5"
"705"	"BYSL"	"386682"	"KRTAP10-3"
"705"	"BYSL"	"653121"	"ZBTB8A"
"706"	"TSPO"	"90993"	"CREB3L1"
"727"	"C5"	"90993"	"CREB3L1"
"744"	"MPPED2"	"6258"	"RXRG"
"744"	"MPPED2"	"9319"	"TRIP13"
"744"	"MPPED2"	"55697"	"VAC14"
"744"	"MPPED2"	"285782"	"CAGE1"
"744"	"MPPED2"	"729533"	"FAM72A"
"752"	"FMNL1"	"10363"	"HMG20A"
"754"	"PTTG1IP"	"64581"	"CLEC7A"
"754"	"PTTG1IP"	"388633"	"LDLRAD1"
"755"	"C21orf2"	"64395"	"GMCL1"
"759"	"CA1"	"7024"	"TFCP2"
"765"	"CA6"	"3881"	"KRT31"
"765"	"CA6"	"125115"	"KRT40"
"765"	"CA6"	"388677"	"NOTCH2NL"
"767"	"CA8"	"1406"	"CRX"
"767"	"CA8"	"6926"	"TBX3"
"767"	"CA8"	"9500"	"MAGED1"
"767"	"CA8"	"23062"	"GGA2"
"767"	"CA8"	"51171"	"HSD17B14"
"767"	"CA8"	"54908"	"SPDL1"
"767"	"CA8"	"84708"	"LNX1"
"779"	"CACNA1S"	"79849"	"PDZD3"
"786"	"CACNG1"	"9218"	"VAPA"
"801"	"CALM1"	"80726"	"KIAA1683"
"801"	"CALM1"	"160140"	"C11orf65"
"805"	"CALM2"	"23125"	"CAMTA2"
"805"	"CALM2"	"23288"	"IQCE"
"805"	"CALM2"	"80726"	"KIAA1683"
"805"	"CALM2"	"81792"	"ADAMTS12"
"805"	"CALM2"	"128239"	"IQGAP3"
"805"	"CALM2"	"160140"	"C11orf65"
"808"	"CALM3"	"10513"	"APPBP2"
"808"	"CALM3"	"23125"	"CAMTA2"
"808"	"CALM3"	"23288"	"IQCE"
"808"	"CALM3"	"57159"	"TRIM54"
"808"	"CALM3"	"64581"	"CLEC7A"
"808"	"CALM3"	"80726"	"KIAA1683"
"808"	"CALM3"	"160140"	"C11orf65"
"810"	"CALML3"	"80726"	"KIAA1683"
"810"	"CALML3"	"160140"	"C11orf65"
"813"	"CALU"	"29979"	"UBQLN1"
"816"	"CAMK2B"	"816"	"CAMK2B"
"816"	"CAMK2B"	"5257"	"PHKB"
"816"	"CAMK2B"	"5912"	"RAP2B"
"816"	"CAMK2B"	"6135"	"RPL11"
"816"	"CAMK2B"	"10459"	"MAD2L2"
"816"	"CAMK2B"	"10933"	"MORF4L1"
"816"	"CAMK2B"	"11030"	"RBPMS"
"816"	"CAMK2B"	"11332"	"ACOT7"
"816"	"CAMK2B"	"23543"	"RBFOX2"
"816"	"CAMK2B"	"51367"	"POP5"
"816"	"CAMK2B"	"54797"	"MED18"
"816"	"CAMK2B"	"57213"	"SPRYD7"
"816"	"CAMK2B"	"57715"	"SEMA4G"
"816"	"CAMK2B"	"65003"	"MRPL11"
"816"	"CAMK2B"	"91056"	"AP5B1"
"816"	"CAMK2B"	"91875"	"TTC5"
"816"	"CAMK2B"	"140706"	"CCM2L"
"816"	"CAMK2B"	"146664"	"MGAT5B"
"816"	"CAMK2B"	"284069"	"FAM171A2"
"816"	"CAMK2B"	"337972"	"KRTAP19-5"
"816"	"CAMK2B"	"337974"	"KRTAP19-7"
"816"	"CAMK2B"	"386678"	"KRTAP10-11"
"817"	"CAMK2D"	"817"	"CAMK2D"
"817"	"CAMK2D"	"2281"	"FKBP1B"
"817"	"CAMK2D"	"9513"	"FXR2"
"817"	"CAMK2D"	"10126"	"DNAL4"
"817"	"CAMK2D"	"30000"	"TNPO2"
"817"	"CAMK2D"	"54971"	"BANP"
"817"	"CAMK2D"	"64112"	"MOAP1"
"817"	"CAMK2D"	"64778"	"FNDC3B"
"817"	"CAMK2D"	"65003"	"MRPL11"
"817"	"CAMK2D"	"91875"	"TTC5"
"817"	"CAMK2D"	"284656"	"EPHA10"
"819"	"CAMLG"	"3737"	"KCNA2"
"822"	"CAPG"	"6477"	"SIAH1"
"825"	"CAPN3"	"29948"	"OSGIN1"
"825"	"CAPN3"	"55093"	"WDYHV1"
"826"	"CAPNS1"	"57085"	"AGTRAP"
"834"	"CASP1"	"55697"	"VAC14"
"835"	"CASP2"	"835"	"CASP2"
"835"	"CASP2"	"8738"	"CRADD"
"839"	"CASP6"	"839"	"CASP6"
"840"	"CASP7"	"6303"	"SAT1"
"842"	"CASP9"	"79444"	"BIRC7"
"842"	"CASP9"	"112401"	"BIRC8"
"862"	"RUNX1T1"	"2059"	"EPS8"
"862"	"RUNX1T1"	"4223"	"MEOX2"
"862"	"RUNX1T1"	"8676"	"STX11"
"862"	"RUNX1T1"	"9202"	"ZMYM4"
"862"	"RUNX1T1"	"9404"	"LPXN"
"862"	"RUNX1T1"	"9454"	"HOMER3"
"862"	"RUNX1T1"	"10253"	"SPRY2"
"862"	"RUNX1T1"	"11043"	"MID2"
"862"	"RUNX1T1"	"23199"	"GSE1"
"862"	"RUNX1T1"	"51225"	"ABI3"
"862"	"RUNX1T1"	"54550"	"NECAB2"
"862"	"RUNX1T1"	"63978"	"PRDM14"
"862"	"RUNX1T1"	"79173"	"C19orf57"
"862"	"RUNX1T1"	"79869"	"CPSF7"
"862"	"RUNX1T1"	"80258"	"EFHC2"
"862"	"RUNX1T1"	"84445"	"LZTS2"
"862"	"RUNX1T1"	"90993"	"CREB3L1"
"862"	"RUNX1T1"	"220082"	"SPERT"
"862"	"RUNX1T1"	"287015"	"TRIM42"
"862"	"RUNX1T1"	"339834"	"CCDC36"
"868"	"CBLB"	"2885"	"GRB2"
"868"	"CBLB"	"8440"	"NCK2"
"868"	"CBLB"	"10539"	"GLRX3"
"868"	"CBLB"	"26003"	"GORASP2"
"868"	"CBLB"	"84959"	"UBASH3B"
"874"	"CBR3"	"6386"	"SDCBP"
"875"	"CBS"	"875"	"CBS"
"875"	"CBS"	"1962"	"EHHADH"
"875"	"CBS"	"5300"	"PIN1"
"875"	"CBS"	"5571"	"PRKAG1"
"875"	"CBS"	"5682"	"PSMA1"
"875"	"CBS"	"7329"	"UBE2I"
"875"	"CBS"	"53347"	"UBASH3A"
"883"	"CCBL1"	"9319"	"TRIP13"
"883"	"CCBL1"	"55697"	"VAC14"
"887"	"CCKBR"	"50863"	"NTM"
"892"	"CCNC"	"1024"	"CDK8"
"892"	"CCNC"	"1406"	"CRX"
"892"	"CCNC"	"2801"	"GOLGA2"
"892"	"CCNC"	"3860"	"KRT13"
"892"	"CCNC"	"3866"	"KRT15"
"892"	"CCNC"	"3881"	"KRT31"
"892"	"CCNC"	"4223"	"MEOX2"
"892"	"CCNC"	"4259"	"MGST3"
"892"	"CCNC"	"4747"	"NEFL"
"892"	"CCNC"	"7566"	"ZNF18"
"892"	"CCNC"	"10474"	"TADA3"
"892"	"CCNC"	"22827"	"PUF60"
"892"	"CCNC"	"51562"	"MBIP"
"892"	"CCNC"	"56658"	"TRIM39"
"892"	"CCNC"	"57326"	"PBXIP1"
"892"	"CCNC"	"64802"	"NMNAT1"
"892"	"CCNC"	"84445"	"LZTS2"
"892"	"CCNC"	"84656"	"GLYR1"
"892"	"CCNC"	"93986"	"FOXP2"
"892"	"CCNC"	"114824"	"PNMA5"
"892"	"CCNC"	"143241"	"DYDC1"
"894"	"CCND2"	"1020"	"CDK5"
"894"	"CCND2"	"1026"	"CDKN1A"
"896"	"CCND3"	"1019"	"CDK4"
"896"	"CCND3"	"1021"	"CDK6"
"896"	"CCND3"	"1026"	"CDKN1A"
"896"	"CCND3"	"24144"	"TFIP11"
"896"	"CCND3"	"84265"	"POLR3GL"
"900"	"CCNG1"	"9240"	"PNMA1"
"900"	"CCNG1"	"10318"	"TNIP1"
"900"	"CCNG1"	"11030"	"RBPMS"
"900"	"CCNG1"	"24144"	"TFIP11"
"900"	"CCNG1"	"57144"	"PAK7"
"900"	"CCNG1"	"79618"	"HMBOX1"
"900"	"CCNG1"	"84445"	"LZTS2"
"900"	"CCNG1"	"125115"	"KRT40"
"900"	"CCNG1"	"220082"	"SPERT"
"900"	"CCNG1"	"386675"	"KRTAP10-7"
"901"	"CCNG2"	"54906"	"FAM208B"
"901"	"CCNG2"	"80258"	"EFHC2"
"902"	"CCNH"	"2801"	"GOLGA2"
"902"	"CCNH"	"2810"	"SFN"
"902"	"CCNH"	"5682"	"PSMA1"
"902"	"CCNH"	"8500"	"PPFIA1"
"902"	"CCNH"	"10241"	"CALCOCO2"
"902"	"CCNH"	"10403"	"NDC80"
"902"	"CCNH"	"10534"	"SSSCA1"
"902"	"CCNH"	"11266"	"DUSP12"
"902"	"CCNH"	"80125"	"CCDC33"
"902"	"CCNH"	"80129"	"CCDC170"
"902"	"CCNH"	"117178"	"SSX2IP"
"902"	"CCNH"	"147700"	"KLC3"
"931"	"MS4A1"	"147872"	"CCDC155"
"945"	"CD33"	"3881"	"KRT31"
"945"	"CD33"	"125115"	"KRT40"
"946"	"SIGLEC6"	"2274"	"FHL2"
"946"	"SIGLEC6"	"6925"	"TCF4"
"949"	"SCARB1"	"3846"	"KRTAP5-9"
"949"	"SCARB1"	"386676"	"KRTAP10-9"
"956"	"ENTPD3"	"163183"	"SYNE4"
"957"	"ENTPD5"	"4601"	"MXI1"
"958"	"CD40"	"7186"	"TRAF2"
"961"	"CD47"	"163183"	"SYNE4"
"969"	"CD69"	"147744"	"TMEM190"
"973"	"CD79A"	"89885"	"FATE1"
"974"	"CD79B"	"6449"	"SGTA"
"977"	"CD151"	"54762"	"GRAMD1C"
"978"	"CDA"	"5682"	"PSMA1"
"978"	"CDA"	"5733"	"PTGER3"
"978"	"CDA"	"6386"	"SDCBP"
"978"	"CDA"	"9841"	"ZBTB24"
"978"	"CDA"	"55041"	"PLEKHB2"
"978"	"CDA"	"55093"	"WDYHV1"
"978"	"CDA"	"79025"	"C20orf195"
"978"	"CDA"	"84708"	"LNX1"
"983"	"CDK1"	"1163"	"CKS1B"
"988"	"CDC5L"	"2801"	"GOLGA2"
"988"	"CDC5L"	"390535"	"GOLGA8EP"
"988"	"CDC5L"	"440321"	"FLJ32679"
"989"	"SEPT7"	"5966"	"REL"
"989"	"SEPT7"	"151011"	"SEPT10"
"996"	"CDC27"	"1312"	"COMT"
"997"	"CDC34"	"6386"	"SDCBP"
"997"	"CDC34"	"6477"	"SIAH1"
"998"	"CDC42"	"5062"	"PAK2"
"998"	"CDC42"	"10435"	"CDC42EP2"
"998"	"CDC42"	"11135"	"CDC42EP1"
"998"	"CDC42"	"84612"	"PARD6B"
"1013"	"CDH15"	"6449"	"SGTA"
"1019"	"CDK4"	"1031"	"CDKN2C"
"1019"	"CDK4"	"1032"	"CDKN2D"
"1019"	"CDK4"	"51361"	"HOOK1"
"1021"	"CDK6"	"1030"	"CDKN2B"
"1021"	"CDK6"	"1031"	"CDKN2C"
"1021"	"CDK6"	"1032"	"CDKN2D"
"1021"	"CDK6"	"1600"	"DAB1"
"1021"	"CDK6"	"5684"	"PSMA3"
"1026"	"CDKN1A"	"3881"	"KRT31"
"1026"	"CDKN1A"	"5111"	"PCNA"
"1026"	"CDKN1A"	"6925"	"TCF4"
"1026"	"CDKN1A"	"7185"	"TRAF1"
"1026"	"CDKN1A"	"22806"	"IKZF3"
"1026"	"CDKN1A"	"56159"	"TEX11"
"1026"	"CDKN1A"	"57159"	"TRIM54"
"1030"	"CDKN2B"	"7185"	"TRAF1"
"1030"	"CDKN2B"	"60491"	"NIF3L1"
"1030"	"CDKN2B"	"80125"	"CCDC33"
"1031"	"CDKN2C"	"5966"	"REL"
"1031"	"CDKN2C"	"6925"	"TCF4"
"1031"	"CDKN2C"	"6938"	"TCF12"
"1031"	"CDKN2C"	"10768"	"AHCYL1"
"1031"	"CDKN2C"	"55577"	"NAGK"
"1031"	"CDKN2C"	"60491"	"NIF3L1"
"1032"	"CDKN2D"	"3164"	"NR4A1"
"1032"	"CDKN2D"	"4929"	"NR4A2"
"1032"	"CDKN2D"	"22806"	"IKZF3"
"1032"	"CDKN2D"	"51171"	"HSD17B14"
"1032"	"CDKN2D"	"84970"	"C1orf94"
"1032"	"CDKN2D"	"388324"	"INCA1"
"1038"	"CDR1"	"51364"	"ZMYND10"
"1039"	"CDR2"	"1329"	"COX5B"
"1039"	"CDR2"	"3801"	"KIFC3"
"1039"	"CDR2"	"5585"	"PKN1"
"1039"	"CDR2"	"6605"	"SMARCE1"
"1039"	"CDR2"	"7276"	"TTR"
"1039"	"CDR2"	"9470"	"EIF4E2"
"1039"	"CDR2"	"9759"	"HDAC4"
"1039"	"CDR2"	"9911"	"TMCC2"
"1039"	"CDR2"	"10573"	"MRPL28"
"1039"	"CDR2"	"26511"	"CHIC2"
"1039"	"CDR2"	"27156"	"RSPH14"
"1039"	"CDR2"	"51421"	"AMOTL2"
"1039"	"CDR2"	"54535"	"CCHCR1"
"1039"	"CDR2"	"55093"	"WDYHV1"
"1039"	"CDR2"	"55633"	"TBC1D22B"
"1039"	"CDR2"	"55758"	"RCOR3"
"1039"	"CDR2"	"55957"	"LIN37"
"1039"	"CDR2"	"63898"	"SH2D4A"
"1039"	"CDR2"	"79005"	"SCNM1"
"1039"	"CDR2"	"79165"	"LENG1"
"1039"	"CDR2"	"83541"	"FAM110A"
"1039"	"CDR2"	"84080"	"ENKD1"
"1039"	"CDR2"	"84140"	"FAM161A"
"1039"	"CDR2"	"84260"	"TCHP"
"1039"	"CDR2"	"84832"	"ANKRD36BP1"
"1039"	"CDR2"	"115106"	"HAUS1"
"1039"	"CDR2"	"127703"	"C1orf216"
"1039"	"CDR2"	"151254"	"ALS2CR11"
"1039"	"CDR2"	"200081"	"TXLNA"
"1039"	"CDR2"	"201725"	"C4orf46"
"1039"	"CDR2"	"283152"	"CCDC153"
"1039"	"CDR2"	"284058"	"KANSL1"
"1039"	"CDR2"	"285753"	"CEP57L1"
"1041"	"CDSN"	"55165"	"CEP55"
"1046"	"CDX4"	"1163"	"CKS1B"
"1046"	"CDX4"	"4004"	"LMO1"
"1046"	"CDX4"	"4005"	"LMO2"
"1046"	"CDX4"	"5562"	"PRKAA1"
"1046"	"CDX4"	"5565"	"PRKAB2"
"1054"	"CEBPG"	"1649"	"DDIT3"
"1068"	"CETN1"	"129049"	"SGSM1"
"1068"	"CETN1"	"134359"	"POC5"
"1069"	"CETN2"	"114824"	"PNMA5"
"1069"	"CETN2"	"129049"	"SGSM1"
"1069"	"CETN2"	"134359"	"POC5"
"1070"	"CETN3"	"129049"	"SGSM1"
"1070"	"CETN3"	"134359"	"POC5"
"1072"	"CFL1"	"1073"	"CFL2"
"1073"	"CFL2"	"1073"	"CFL2"
"1073"	"CFL2"	"10486"	"CAP2"
"1073"	"CFL2"	"11034"	"DSTN"
"1073"	"CFL2"	"25913"	"POT1"
"1102"	"RCBTB2"	"1102"	"RCBTB2"
"1102"	"RCBTB2"	"7329"	"UBE2I"
"1102"	"RCBTB2"	"10667"	"FARS2"
"1106"	"CHD2"	"11043"	"MID2"
"1106"	"CHD2"	"55145"	"THAP1"
"1106"	"CHD2"	"83659"	"TEKT1"
"1106"	"CHD2"	"90933"	"TRIM41"
"1106"	"CHD2"	"222389"	"BEND7"
"1123"	"CHN1"	"8440"	"NCK2"
"1123"	"CHN1"	"51409"	"HEMK1"
"1146"	"CHRNG"	"3881"	"KRT31"
"1146"	"CHRNG"	"386675"	"KRTAP10-7"
"1146"	"CHRNG"	"386676"	"KRTAP10-9"
"1146"	"CHRNG"	"386681"	"KRTAP10-8"
"1146"	"CHRNG"	"386682"	"KRTAP10-3"
"1146"	"CHRNG"	"388677"	"NOTCH2NL"
"1152"	"CKB"	"140462"	"ASB9"
"1153"	"CIRBP"	"3190"	"HNRNPK"
"1153"	"CIRBP"	"5940"	"RBMY1A1"
"1153"	"CIRBP"	"6626"	"SNRPA"
"1153"	"CIRBP"	"27316"	"RBMX"
"1153"	"CIRBP"	"84708"	"LNX1"
"1153"	"CIRBP"	"159163"	"RBMY1F"
"1153"	"CIRBP"	"202559"	"KHDRBS2"
"1158"	"CKM"	"140462"	"ASB9"
"1163"	"CKS1B"	"1163"	"CKS1B"
"1163"	"CKS1B"	"3846"	"KRTAP5-9"
"1163"	"CKS1B"	"4222"	"MEOX1"
"1163"	"CKS1B"	"5966"	"REL"
"1163"	"CKS1B"	"5987"	"TRIM27"
"1163"	"CKS1B"	"6925"	"TCF4"
"1163"	"CKS1B"	"10320"	"IKZF1"
"1163"	"CKS1B"	"10865"	"ARID5A"
"1163"	"CKS1B"	"54763"	"ROPN1"
"1163"	"CKS1B"	"55964"	"SEPT3"
"1163"	"CKS1B"	"145282"	"MIPOL1"
"1163"	"CKS1B"	"220082"	"SPERT"
"1163"	"CKS1B"	"386676"	"KRTAP10-9"
"1163"	"CKS1B"	"391257"	"SUMO1P1"
"1175"	"AP2S1"	"79719"	"AAGAB"
"1178"	"CLC"	"1178"	"CLC"
"1180"	"CLCN1"	"10513"	"APPBP2"
"1180"	"CLCN1"	"171483"	"FAM9B"
"1195"	"CLK1"	"5152"	"PDE9A"
"1195"	"CLK1"	"386675"	"KRTAP10-7"
"1196"	"CLK2"	"1196"	"CLK2"
"1196"	"CLK2"	"1198"	"CLK3"
"1196"	"CLK2"	"1889"	"ECE1"
"1196"	"CLK2"	"5987"	"TRIM27"
"1196"	"CLK2"	"6386"	"SDCBP"
"1196"	"CLK2"	"6733"	"SRPK2"
"1196"	"CLK2"	"7307"	"U2AF1"
"1196"	"CLK2"	"7329"	"UBE2I"
"1196"	"CLK2"	"8233"	"ZRSR2"
"1196"	"CLK2"	"9584"	"RBM39"
"1196"	"CLK2"	"10127"	"ZNF263"
"1196"	"CLK2"	"10250"	"SRRM1"
"1196"	"CLK2"	"10921"	"RNPS1"
"1196"	"CLK2"	"11275"	"KLHL2"
"1196"	"CLK2"	"25888"	"ZNF473"
"1196"	"CLK2"	"51073"	"MRPL4"
"1196"	"CLK2"	"51213"	"LUZP4"
"1196"	"CLK2"	"57035"	"RSRP1"
"1196"	"CLK2"	"57541"	"ZNF398"
"1196"	"CLK2"	"64395"	"GMCL1"
"1196"	"CLK2"	"79753"	"SNIP1"
"1196"	"CLK2"	"79869"	"CPSF7"
"1196"	"CLK2"	"84124"	"ZNF394"
"1196"	"CLK2"	"84708"	"LNX1"
"1196"	"CLK2"	"84950"	"PRPF38A"
"1196"	"CLK2"	"91746"	"YTHDC1"
"1198"	"CLK3"	"1198"	"CLK3"
"1198"	"CLK3"	"3216"	"HOXB6"
"1198"	"CLK3"	"3217"	"HOXB7"
"1198"	"CLK3"	"4939"	"OAS2"
"1198"	"CLK3"	"5940"	"RBMY1A1"
"1198"	"CLK3"	"6386"	"SDCBP"
"1198"	"CLK3"	"6733"	"SRPK2"
"1198"	"CLK3"	"10127"	"ZNF263"
"1198"	"CLK3"	"27316"	"RBMX"
"1198"	"CLK3"	"57035"	"RSRP1"
"1198"	"CLK3"	"159163"	"RBMY1F"
"1198"	"CLK3"	"386682"	"KRTAP10-3"
"1207"	"CLNS1A"	"2035"	"EPB41"
"1207"	"CLNS1A"	"6632"	"SNRPD1"
"1207"	"CLNS1A"	"6633"	"SNRPD2"
"1207"	"CLNS1A"	"6637"	"SNRPG"
"1207"	"CLNS1A"	"11157"	"LSM6"
"1207"	"CLNS1A"	"27258"	"LSM3"
"1207"	"CLNS1A"	"57819"	"LSM2"
"1263"	"PLK3"	"5451"	"POU2F1"
"1270"	"CNTF"	"7205"	"TRIP6"
"1270"	"CNTF"	"125115"	"KRT40"
"1278"	"COL1A2"	"6449"	"SGTA"
"1278"	"COL1A2"	"29979"	"UBQLN1"
"1295"	"COL8A1"	"5966"	"REL"
"1295"	"COL8A1"	"6671"	"SP4"
"1295"	"COL8A1"	"9586"	"CREB5"
"1295"	"COL8A1"	"55697"	"VAC14"
"1295"	"COL8A1"	"83899"	"KRTAP9-2"
"1295"	"COL8A1"	"125115"	"KRT40"
"1295"	"COL8A1"	"386675"	"KRTAP10-7"
"1295"	"COL8A1"	"386681"	"KRTAP10-8"
"1295"	"COL8A1"	"386682"	"KRTAP10-3"
"1295"	"COL8A1"	"388324"	"INCA1"
"1295"	"COL8A1"	"388677"	"NOTCH2NL"
"1295"	"COL8A1"	"388818"	"KRTAP26-1"
"1296"	"COL8A2"	"6449"	"SGTA"
"1300"	"COL10A1"	"29979"	"UBQLN1"
"1300"	"COL10A1"	"54971"	"BANP"
"1311"	"COMP"	"5013"	"OTX1"
"1312"	"COMT"	"3846"	"KRTAP5-9"
"1312"	"COMT"	"3881"	"KRT31"
"1312"	"COMT"	"9319"	"TRIP13"
"1312"	"COMT"	"125115"	"KRT40"
"1327"	"COX4I1"	"6386"	"SDCBP"
"1329"	"COX5B"	"3866"	"KRT15"
"1329"	"COX5B"	"3881"	"KRT31"
"1329"	"COX5B"	"7185"	"TRAF1"
"1329"	"COX5B"	"8553"	"BHLHE40"
"1329"	"COX5B"	"9240"	"PNMA1"
"1329"	"COX5B"	"24144"	"TFIP11"
"1329"	"COX5B"	"339834"	"CCDC36"
"1351"	"COX8A"	"4869"	"NPM1"
"1366"	"CLDN7"	"163183"	"SYNE4"
"1375"	"CPT1B"	"165100"	"C2orf57"
"1382"	"CRABP2"	"147872"	"CCDC155"
"1386"	"ATF2"	"2353"	"FOS"
"1386"	"ATF2"	"3801"	"KIFC3"
"1386"	"ATF2"	"5601"	"MAPK9"
"1386"	"ATF2"	"7341"	"SUMO1"
"1386"	"ATF2"	"11340"	"EXOSC8"
"1392"	"CRH"	"3881"	"KRT31"
"1398"	"CRK"	"158297"	"FAM154A"
"1400"	"CRMP1"	"1400"	"CRMP1"
"1400"	"CRMP1"	"1809"	"DPYSL3"
"1400"	"CRMP1"	"26985"	"AP3M1"
"1401"	"CRP"	"29926"	"GMPPA"
"1406"	"CRX"	"1984"	"EIF5A"
"1406"	"CRX"	"4302"	"MLLT6"
"1406"	"CRX"	"4920"	"ROR2"
"1406"	"CRX"	"5565"	"PRKAB2"
"1406"	"CRX"	"5699"	"PSMB10"
"1406"	"CRX"	"6660"	"SOX5"
"1406"	"CRX"	"8576"	"STK16"
"1406"	"CRX"	"9140"	"ATG12"
"1406"	"CRX"	"9247"	"GCM2"
"1406"	"CRX"	"9812"	"KIAA0141"
"1406"	"CRX"	"9814"	"SFI1"
"1406"	"CRX"	"10152"	"ABI2"
"1406"	"CRX"	"23334"	"SZT2"
"1406"	"CRX"	"26051"	"PPP1R16B"
"1406"	"CRX"	"29948"	"OSGIN1"
"1406"	"CRX"	"51388"	"NIP7"
"1406"	"CRX"	"54870"	"QRICH1"
"1406"	"CRX"	"54955"	"C1orf109"
"1406"	"CRX"	"55022"	"PID1"
"1406"	"CRX"	"83606"	"GUCD1"
"1406"	"CRX"	"91694"	"LONRF1"
"1406"	"CRX"	"113251"	"LARP4"
"1406"	"CRX"	"114792"	"KLHL32"
"1406"	"CRX"	"137886"	"UBXN2B"
"1406"	"CRX"	"203228"	"C9orf72"
"1406"	"CRX"	"255193"	"CSNK1G2-AS1"
"1408"	"CRY2"	"1487"	"CTBP1"
"1408"	"CRY2"	"5152"	"PDE9A"
"1408"	"CRY2"	"23281"	"MTUS2"
"1409"	"CRYAA"	"1409"	"CRYAA"
"1409"	"CRYAA"	"1410"	"CRYAB"
"1409"	"CRYAA"	"6386"	"SDCBP"
"1409"	"CRYAA"	"26003"	"GORASP2"
"1409"	"CRYAA"	"51324"	"SPG21"
"1409"	"CRYAA"	"55093"	"WDYHV1"
